57	59
58	144
59	251
60	381
61	528
62	703
63	921
64	1161
65	1380
66	1616
67	1844
68	2075
69	2276
70	2440
71	2554
72	2624
73	2642
74	2646
75	2626
76	2605
77	2587
78	2580
79	2568
80	2568
81	2563
82	2557
83	2532
84	2485
85	2431
86	2363
87	2290
88	2208
89	2107
90	2027
91	1945
92	1863
93	1789
94	1710
95	1639
96	1583
97	1520
98	1462
99	1412
100	1365
101	1322
102	1280
103	1243
104	1201
105	1166
106	1133
107	1106
108	1085
109	1063
110	1041
111	1028
112	1021
113	1014
114	1012
115	1005
116	1006
117	1006
118	1013
119	1019
120	1021
121	1022
122	1025
123	1023
124	1024
125	1019
126	1008
127	1005
128	1006
129	1007
130	1014
131	1015
132	1020
133	1031
134	1036
135	1037
136	1041
137	1044
138	1052
139	1059
140	1061
141	1066
142	1070
143	1072
144	1075
145	1078
146	1079
147	1075
148	1077
149	1078
150	1079
151	1083
152	1086
153	1098
154	1119
155	1138
156	1166
157	1205
158	1245
159	1297
160	1353
161	1404
162	1463
163	1511
164	1554
165	1584
166	1600
167	1602
168	1597
169	1582
170	1554
171	1518
172	1483
173	1448
174	1412
175	1373
176	1336
177	1312
178	1286
179	1267
180	1248
181	1237
182	1232
183	1225
184	1222
185	1224
186	1218
187	1224
188	1221
189	1223
190	1224
191	1234
192	1253
193	1282
194	1318
195	1358
196	1411
197	1476
198	1535
199	1596
200	1653
201	1703
202	1762
203	1805
204	1823
205	1834
206	1832
207	1821
208	1798
209	1757
210	1715
211	1681
212	1638
213	1599
214	1554
215	1510
216	1475
217	1437
218	1402
219	1371
220	1342
221	1319
222	1300
223	1278
224	1261
225	1243
226	1226
227	1210
228	1199
229	1190
230	1186
231	1179
232	1171
233	1169
234	1168
235	1168
236	1167
237	1164
238	1164
239	1165
240	1161
241	1159
242	1155
243	1153
244	1146
245	1139
246	1135
247	1138
248	1133
249	1131
250	1128
251	1134
252	1138
253	1141
254	1146
255	1158
256	1171
257	1187
258	1192
259	1204
260	1220
261	1227
262	1238
263	1246
264	1254
265	1262
266	1271
267	1269
268	1281
269	1282
270	1280
271	1276
272	1277
273	1275
274	1276
275	1269
276	1260
277	1257
278	1248
279	1244
280	1234
281	1228
282	1222
283	1218
284	1212
285	1208
286	1194
287	1193
288	1189
289	1173
290	1163
291	1154
292	1144
293	1140
294	1126
295	1112
296	1109
297	1101
298	1097
299	1092
300	1088
301	1085
302	1086
303	1083
304	1081
305	1075
306	1073
