57	49
58	55
59	57
60	85
61	81
62	104
63	261
64	1188
65	1415
66	1635
67	1776
68	2025
69	2490
70	2746
71	3157
72	3483
73	3457
74	3545
75	3292
76	3209
77	2823
78	2752
79	2493
80	2475
81	2469
82	2442
83	2630
84	2578
85	2562
86	2551
87	2478
88	2462
89	2165
90	2047
91	1928
92	1748
93	1734
94	1613
95	1401
96	1501
97	1397
98	1327
99	1278
100	1204
101	1196
102	1182
103	1150
104	1094
105	1104
106	1075
107	1027
108	992
109	1025
110	893
111	931
112	940
113	968
114	992
115	927
116	939
117	904
118	1010
119	987
120	1051
121	990
122	1021
123	998
124	1041
125	1111
126	1007
127	1067
128	1016
129	979
130	992
131	953
132	951
133	980
134	1096
135	1042
136	1094
137	1021
138	1033
139	1094
140	1029
141	1080
142	1074
143	1098
144	1102
145	1089
146	1093
147	1065
148	1101
149	1068
150	1114
151	1113
152	1076
153	1025
154	1066
155	1112
156	1068
157	1169
158	1149
159	1234
160	1299
161	1293
162	1432
163	1533
164	1607
165	1713
166	1798
167	1760
168	1842
169	1775
170	1785
171	1688
172	1587
173	1523
174	1442
175	1444
176	1270
177	1230
178	1232
179	1200
180	1170
181	1087
182	1150
183	1184
184	1100
185	1210
186	1149
187	1216
188	1185
189	1201
190	1243
191	1225
192	1188
193	1273
194	1202
195	1224
196	1230
197	1387
198	1479
199	1562
200	1709
201	1676
202	1825
203	1955
204	1963
205	2026
206	2024
207	2033
208	2113
209	2031
210	1805
211	1775
212	1699
213	1628
214	1545
215	1440
216	1459
217	1409
218	1324
219	1352
220	1229
221	1191
222	1237
223	1217
224	1194
225	1172
226	1210
227	1167
228	1148
229	1142
230	1175
231	1120
232	1101
233	1129
234	1136
235	1141
236	1205
237	1165
238	1087
239	1153
240	1173
241	1179
242	1153
243	1189
244	1180
245	1124
246	1099
247	1147
248	1142
249	1133
250	1105
251	1101
252	1096
253	1160
254	1105
255	1143
256	1111
257	1222
258	1168
259	1129
260	1223
261	1275
262	1290
263	1299
264	1242
265	1270
266	1285
267	1245
268	1355
269	1318
270	1340
271	1281
272	1320
273	1201
274	1358
275	1312
276	1249
277	1252
278	1276
279	1271
280	1216
281	1256
282	1195
283	1229
284	1144
285	1246
286	1171
287	1170
288	1217
289	1191
290	1185
291	1128
292	1092
293	1207
294	1156
295	1030
296	1110
297	1111
298	1042
299	1099
300	1065
301	1027
302	1064
303	1069
304	1108
305	1036
306	1094
307	1078
308	1072
309	1048
310	1073
311	1046
312	1029
313	1061
314	1023
315	1050
316	1073
317	1097
318	1034
319	1115
320	1099
321	1080
322	1036
323	1116
324	1138
325	1101
326	1084
327	1106
328	1115
329	1141
330	1058
331	1135
332	1090
333	1074
334	1150
335	1145
336	1155
337	1170
338	1147
339	1200
340	1180
341	1138
342	1148
343	1053
344	1098
345	1078
346	1057
347	1074
348	1027
349	1022
350	933
351	968
352	958
353	967
354	924
355	945
356	944
357	897
358	861
359	865
360	869
361	868
362	868
363	863
364	834
365	842
366	872
367	852
368	824
369	913
370	890
371	855
372	880
373	875
374	852
375	879
376	865
377	794
378	837
379	811
380	796
381	824
382	847
383	871
384	816
385	759
386	776
387	808
388	776
389	776
390	698
391	727
392	752
393	721
394	764
395	726
396	771
397	711
398	766
399	777
400	758
401	779
402	722
403	711
404	759
405	758
406	791
407	716
408	722
409	683
410	722
411	751
412	726
413	764
414	727
415	779
416	752
417	733
418	797
419	797
420	768
421	769
422	800
423	760
424	816
425	754
426	776
427	792
428	833
429	795
430	825
431	829
432	796
433	805
434	752
435	813
436	771
437	749
438	713
439	690
440	711
441	711
442	694
443	707
444	721
445	683
446	679
447	679
448	718
449	710
450	730
451	685
452	675
453	711
454	673
455	706
456	713
457	665
458	645
459	687
460	710
461	670
462	659
463	646
464	678
465	692
466	653
467	675
468	679
469	672
470	680
471	674
472	681
473	686
474	665
475	653
476	698
477	659
478	625
479	643
480	629
481	636
482	687
483	661
484	653
485	647
486	663
487	657
488	635
489	633
490	682
491	637
492	738
493	705
494	747
495	699
496	687
497	758
498	749
499	731
500	744
501	740
502	779
503	762
504	778
505	823
506	775
507	814
508	785
509	776
510	684
511	731
512	766
513	689
514	712
515	675
516	712
517	669
518	664
519	642
520	583
521	642
522	566
523	539
524	585
525	580
526	554
527	533
528	584
529	566
530	604
531	517
532	533
533	533
534	527
535	558
536	511
537	545
538	511
539	524
540	553
541	525
542	554
543	507
544	544
545	537
546	583
547	522
548	580
549	567
550	584
551	603
552	607
553	584
554	645
555	673
556	623
557	657
558	690
559	722
560	701
561	713
562	714
563	712
564	766
565	683
566	751
567	716
568	733
569	702
570	703
571	713
572	710
573	639
574	639
575	618
576	624
577	613
578	611
579	608
580	525
581	541
582	547
583	519
584	543
585	532
586	539
587	486
588	467
589	515
590	546
591	490
592	471
593	480
594	478
595	446
596	483
597	493
598	499
599	508
600	500
601	538
602	553
603	517
604	549
605	550
606	646
607	665
608	649
609	695
610	773
611	760
612	842
613	795
614	964
615	935
616	978
617	1045
618	1025
619	1120
620	1146
621	1268
622	1280
623	1322
624	1218
625	1281
626	1343
627	1268
628	1324
629	1293
630	1250
631	1271
632	1211
633	1139
634	1153
635	1121
636	1031
637	959
638	927
639	855
640	807
641	780
642	729
643	654
644	625
645	612
646	593
647	559
648	582
649	483
650	509
651	467
652	471
653	445
654	467
655	394
656	454
657	436
658	401
659	437
660	430
661	446
662	402
663	398
664	424
665	464
666	400
667	412
668	423
669	400
670	422
671	407
672	434
673	413
674	408
675	413
676	459
677	418
678	454
679	391
680	419
681	422
682	426
683	421
684	436
685	425
686	419
687	395
688	426
689	429
690	426
691	424
692	439
693	490
694	459
695	446
696	417
697	443
698	424
699	436
700	440
701	413
702	416
703	436
704	404
705	404
706	424
707	418
708	401
709	385
710	441
711	462
712	454
713	412
714	479
715	397
716	460
717	427
718	439
719	425
720	423
721	428
722	453
723	420
724	424
725	413
726	401
727	408
728	416
729	377
730	377
731	399
732	401
733	394
734	425
735	408
736	438
737	381
738	402
739	387
740	426
741	385
742	395
743	354
744	415
745	404
746	418
747	410
748	420
749	407
750	383
751	404
752	430
753	401
754	442
755	389
756	416
757	402
758	381
759	450
760	383
761	386
762	414
763	403
764	426
